FS_WITH_BEST_MCC	5
STEP	MCC	MCC_MIN	MCC_MAX	SENS	SENS_MIN	SENS_MAX	SPEC	SPEC_MIN	SPEC_MAX	PPV	PPV_MIN	PPV_MAX	NPV	NPV_MIN	NPV_MAX	AUC	AUC_MIN	AUC_MAX	ACC	ACC_MIN	ACC_MAX	DOR	DOR_MIN	DOR_MAX	DOR_APPROX
20	0.94078795111272129	0.91819010500610243	0.96120832408252188	0.96600000000000008	0.94333333333333347	0.98466666666666669	0.9700000000000002	0.95333333333333325	0.98666666666666669	0.97142857142857153	0.95523809523809489	0.98761904761904762	0.9742857142857142	0.95714285714285696	0.98857142857142843	1.0	1.0	1.0	0.96818181818181781	0.95606060606060583	0.9790909090909089	inf	inf	inf	918.64705882353769
30	0.96364844759024704	0.94335939980590011	0.98073548722671444	0.96600000000000008	0.94333333333333347	0.98466666666666669	0.99333333333333329	0.98333333333333328	1.0	0.99380952380952392	0.98428571428571421	1.0	0.9742857142857142	0.95714285714285696	0.98857142857142843	1.0	1.0	1.0	0.98060606060606048	0.96984848484848452	0.98969696969696985	inf	inf	inf	4233.352941176453
40	0.94094550824117806	0.91858408056246277	0.96354335434779703	0.93733333333333335	0.91199999999999992	0.96133333333333326	0.9966666666666667	0.98999999999999999	1.0	0.9966666666666667	0.98999999999999999	1.0	0.95142857142857107	0.93142857142857127	0.96857142857142864	0.97133333333333338	0.95200000000000007	0.98933333333333318	0.96848484848484817	0.9565151515151511	0.98060606060606037	inf	inf	inf	4472.2765957447282
50	0.93470342777653059	0.90914858388480968	0.9593736537775176	0.93000000000000005	0.90133333333333343	0.95799999999999985	0.9966666666666667	0.98999999999999999	1.0	0.9966666666666667	0.98999999999999999	1.0	0.94642857142857106	0.92571428571428527	0.96642857142857119	0.96400000000000008	0.94333333333333325	0.98533333333333328	0.96499999999999975	0.95106060606060605	0.97833333333333328	inf	inf	inf	3972.4285714286148
60	0.93470342777653059	0.90914858388480968	0.9593736537775176	0.93000000000000005	0.90133333333333343	0.95799999999999985	0.9966666666666667	0.98999999999999999	1.0	0.9966666666666667	0.98999999999999999	1.0	0.94642857142857106	0.92571428571428527	0.96642857142857119	0.96400000000000008	0.94333333333333325	0.98533333333333328	0.96499999999999975	0.95106060606060605	0.97833333333333328	inf	inf	inf	3972.4285714286148
70	0.93470342777653059	0.90914858388480968	0.9593736537775176	0.93000000000000005	0.90133333333333343	0.95799999999999985	0.9966666666666667	0.98999999999999999	1.0	0.9966666666666667	0.98999999999999999	1.0	0.94642857142857106	0.92571428571428527	0.96642857142857119	0.96466666666666667	0.94466666666666654	0.98533333333333328	0.96499999999999975	0.95106060606060605	0.97833333333333328	inf	inf	inf	3972.4285714286148
80	0.93470342777653059	0.90914858388480968	0.9593736537775176	0.93000000000000005	0.90133333333333343	0.95799999999999985	0.9966666666666667	0.98999999999999999	1.0	0.9966666666666667	0.98999999999999999	1.0	0.94642857142857106	0.92571428571428527	0.96642857142857119	0.96599999999999997	0.94599999999999995	0.98599999999999999	0.96499999999999975	0.95106060606060605	0.97833333333333328	inf	inf	inf	3972.4285714286148
90	0.93470342777653059	0.90914858388480968	0.9593736537775176	0.93000000000000005	0.90133333333333343	0.95799999999999985	0.9966666666666667	0.98999999999999999	1.0	0.9966666666666667	0.98999999999999999	1.0	0.94642857142857106	0.92571428571428527	0.96642857142857119	0.96733333333333349	0.94733333333333347	0.98599999999999999	0.96499999999999975	0.95106060606060605	0.97833333333333328	inf	inf	inf	3972.4285714286148
100	0.93470342777653059	0.90914858388480968	0.9593736537775176	0.93000000000000005	0.90133333333333343	0.95799999999999985	0.9966666666666667	0.98999999999999999	1.0	0.9966666666666667	0.98999999999999999	1.0	0.94642857142857106	0.92571428571428527	0.96642857142857119	0.96466666666666667	0.94466666666666654	0.98533333333333328	0.96499999999999975	0.95106060606060605	0.97833333333333328	inf	inf	inf	3972.4285714286148
200	0.93470342777653059	0.90914858388480968	0.9593736537775176	0.93000000000000005	0.90133333333333343	0.95799999999999985	0.9966666666666667	0.98999999999999999	1.0	0.9966666666666667	0.98999999999999999	1.0	0.94642857142857106	0.92571428571428527	0.96642857142857119	0.96400000000000008	0.94333333333333325	0.98533333333333328	0.96499999999999975	0.95106060606060605	0.97833333333333328	inf	inf	inf	3972.4285714286148
268	0.93470342777653059	0.90914858388480968	0.9593736537775176	0.93000000000000005	0.90133333333333343	0.95799999999999985	0.9966666666666667	0.98999999999999999	1.0	0.9966666666666667	0.98999999999999999	1.0	0.94642857142857106	0.92571428571428527	0.96642857142857119	0.96400000000000008	0.94333333333333325	0.98533333333333328	0.96499999999999975	0.95106060606060605	0.97833333333333328	inf	inf	inf	3972.4285714286148
