STEP	STABILITY
1	0.5604586104104619
2	0.5510242009598634
3	0.5456739562745784
4	0.4850090175877917
5	0.4405537120489241
6	0.40783708943814884
7	0.38132206572282923
8	0.36813813796610373
9	0.3625572462198896
10	0.3610250295927002
20	0.33635004229449683
30	0.31944055734782156
40	0.31101249138419235
50	0.30886208150229927
60	0.30145731225922023
70	0.294174617900986
80	0.28672795227675285
90	0.28024132081051967
100	0.2761398174529673
200	0.291672135323635
268	0.3219989598860459
